קוד מקווה מים,שם תחנה,נחל/קבוצה,תאריך,מעבדה,Collector,pH,Temp (°C),Doxsat (%),Do (mg/l),Ec (Mmho/cm),Secchi (Cm),Nju (Jackson),צבע שדה,Q (m³/h),Dept (m),Turb (NTU),Hardness (mg/l),Ntot (mg/l),BODt (mg/l),BODs (mg/l),CODt (mg/l),CODs (mg/l),NH4 (mg/l),NO3 (mg/l),NO2 (mg/l),PO4 (mg/l),SO4 (mg/l),ABS (mg/l),Psos (mg/l),Ptot (mg/l),TKN (mg/l),TSS105 (mg/l),TSS550 (mg/l),TS (mg/l),TDS (mg/l),CO3 (mg/l),H2S (mg/l),HCO3 (mg/l),Rem_Cl (mg/l),Toc (mg/l),Minoil (mg/l),TPH (mg/l),Fcoli (cfu/100 ml),Ecoli (cfu/100 ml),TOTB (cfu/ml),Fstrp (cfu/100 ml),Coli (cfu/100 ml),Fentr (cfu/100 ml),Pseud (cfu/100 ml),Cl (mg/l),F (mg/l),Ca (mg/l),Mg (mg/l),Na (mg/l),K (mg/l),Br (mg/l),B (mg/l),Al (mg/l),Cd (mg/l),Cu (mg/l),Fe (mg/l),Ni (mg/l),Zn (mg/l),S (mg/l),Ti (mg/l),Si (mg/l),Pb (mg/l),Ag (mg/l),Cr (mg/l),Mn (mg/l),Co (mg/l),Li (mg/l),Ba (mg/l),Sr (mg/l),Mo (mg/l),As (mg/l),Sn (mg/l),Hg (mg/l),V (mg/l),Se (mg/l),Be (mg/l),Sb (mg/l),Xylene (µ/l),Toluen (µ/l),Benzen (µ/l),Note
71,נחל חילזון ליד יסעור,נחל חילזון,9/11/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,5.61,3,,36,,0.05,1,0.21,,,,,1.1,4.4,5,5,,,,,,,9.7,,,6100,,,,,,,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,2/6/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,4.3804,3.8,,45,,0.05,0.7,0.02,,,,,1.09,3.6,12.6,,,,,,,,15.08,,,1000,,,,,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,25/10/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.2932,17,,48,,0.05,1.6,0.37,,,,,0.405,6.4,5,,,,,,,,16.76,,,2700,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,24/5/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.4068,6.9,,35,,0.1,4,0.078,,,,,0.14,4.3,78,,,,,,,,11.296,,,1100,,,,,,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,3/11/2016,,הלל גלזמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,26/4/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,23.791,12,,110,,14.03,0.2,0.491,,,,,3.3,23.1,20.5,,,,,,,,31.6,,,9800,,,,,,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,16/10/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.05,3.6,,42,,0.05,1.38,0.167,,,,,0.27,6.5,30,,,,,,,,10.6,,,1300,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,12/4/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,14.9,6.8,,68,,0.3,0.8,2.96,,,,,0.97,11.14,14,,,,,,,,25.1,,,45000,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,1/11/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,12.03,0.5,,36,,0.05,4.82,0.214,,,,,0.1,7,28,,,,,,,,12.8,,,4600,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,23/5/2019,בקטוכם,הגר סבטי,,,,,,,,,,,,,52.35,28,,165,,20.91,0.2,0.001,,,,,4.5,52.35,118,,,,,,,,52.68,,,4500000,,,,,,,361.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,21/11/2019,בקטוכם,הגר סבטי,,,,,,,,,,,,,44.22,1.4,,52,,37.1,0.2,0.168,,,,,5.35,44.05,28,,,,,,,,15.94,,,720000,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,13/5/2020,בקטוכם,הגר סבטי,,,,,,,,,,,,,17.35,30,,160,,5.74,1.78,1.3,,,,,2.37,14.27,17,,,,,,,,54.2,,,42000,,,,,,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,19/10/2020,בקטוכם,הגר סבטי,,,,,,,,,,,,,5.38,5.5,,36,,0.05,0.73,0.11,,,,,0.38,4.54,33,,,,,,,,11.3,,,9800,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,6/5/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,29.51,6.8,,38,,11.14,12.15,2.14,,,,,7.46,15.22,3,,,,,,,,13.38,,,1200,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,10/10/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,5.06,0.8,,36,,0.34,0.99,0.078,,,,,0.1,3.99,28,,,,,,,,11.39,,,2000,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מים צלולים יחסית, זרימה חלשה."
71,נחל חילזון ליד יסעור,נחל חילזון,12/5/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,5.87,1130,,35,,0.21,0.2,0.11,,,,,0.45,5.76,38,,,,,,,,11.13,,,5700,,,1800,,,,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"זרימה חלשה מהמעלה,מים מעט ירקרקים, בהמשך מים ירוקים וממשיכה זרימה חלשה."
71,נחל חילזון ליד יסעור,נחל חילזון,7/11/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,32.37,5.5,,56,,21.8,2.78,0.704,,,,,1.61,28.89,28,,,,,,,,16.5,,,27000,,,520,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"זרימה חזקה מהמעלה, צבע חום, ריח קולחים. כניסת נחל כאבול לנחל חילזון: מים חשחורים ומסריחים, זרימה חלשה."
71,נחל חילזון ליד יסעור,נחל חילזון,20/4/2023,בקטוכם,הגר סבטי,,,,,,,,,,,,,46.78,9.8,,185,,37.65,0.2,0.001,,,,,5.7,46.76,50,,,,,,,,40.89,,,120000,,,76000,,,,844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,נחל חילזון ליד יסעור,נחל חילזון,8/5/2024,בקטוכם,הגר סבטי,,,,,,,,,,,,,8.82,5.65,,50,,0.57,0.49,0.355,,,,,1.51,7.97,1,,,1005,,,,,0.5,,,42000,,,4300,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,5/5/1998,,הלל גלזמן,7.8,21.3,30,2.5,6,,,,,,,,,93,,356,,,,,1.4,,,,,57,339,,,,,,,,,,,,,,,,,,1765,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,26/4/1999,,הלל גלזמן,7.7,23,45,3.8,2.1,,,,,,,,,84,,245,,,,,,,,,33.3,45.6,124,,,,,,,,,,,,,,,,,,152,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,31/10/1999,,הלל גלזמן,8.2,21.7,132,11.6,22.3,,,,,,,,,54,,320,,,,,,,,,3.6,26.5,121,,,,,,,,,,,71000,,,,,,,9394,,360,500,3500,120,,0.59,0.3,0.02,0.01,0.77,0.07,0.1,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,3/5/2000,,הלל גלזמן,8,23,10,1.2,,,,,,,,,,84,,248,,21,,,5.2,,,,,36.3,606,,,,,,,,,3.6,,1200000,,,,,,,354.5,,,,,,,0.9,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,11/10/2000,,הלל גלזמן,8.7,24.2,48,3.6,2,,,,,,,,,49.5,,259,,18.2,,,18.1,,,,,24.4,113,,,,,,,,,1,,350000,,,,,,,7037,,,,,,,1.1,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,19/4/2001,בקטוכם,הלל גלזמן,,22.6,72,6.3,2.46,,,,,,,,,44.4,,158,,20.2,,,3.3,,,,,26.16,83,,,,,,,,,5,,150000,,,,,,,434,,,,,,,0.62,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,15/10/2001,בקטוכם,הלל גלזמן,7.9,24.8,46,4,3.83,,,,,,,,,59,,256,,56.4,,,39.2,,,,,61.2,174,,,,,,,,,5,,2200000,,,,,,,790,,,,,,,0.99,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,21/4/2002,בקטוכם,הלל גלזמן,,19.5,1.4,14,6.15,,,,,,,,,110,,256,,28.1,,,7.83,,,,,33.1,844,,,,,,,,,5,,700000,,,,,,,688,,,,,,,0.86,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,23/10/2002,בקטוכם,הלל גלזמן,7.9,25.2,52,4.4,2.73,,,,,,,,,88,,216,,17.1,,,6.8,,,,,23.1,132,,,,,,,,,5,,5500000,,,,,,,330,,,,,,,0.33,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,12/5/2003,בקטוכם,הלל גלזמן,8.4,26.3,124,10,3,,,,,,,,,27.6,,150,,10,,,13.8,,,,,15.1,50,,,,,,,,,5,,140000,,,,,,,547,,,,,,,0.42,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,4/11/2003,בקטוכם,הלל גלזמן,8.2,23.4,60,4.8,2.7,,,,,,,,,26,,159,,8.7,1,,30.9,,,,,15.8,97,,,,,,,,,5,,150000,,,,,,,624,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,28/4/2004,בקטוכם,הלל גלזמן,7.8,23.8,15,1.3,2.58,,,,,,,,,153,,220,,65,,,28.4,3.4,,,,62.1,43,,,,,,,,,,,450000,,,,,,,425,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,13/10/2004,בקטוכם,הלל גלזמן,7.7,25.9,40,3.2,1.63,,,,,,,,,33,,140,,8.7,,,0.2,,,,,13.2,13,,,,,,,,,,,740000,,,,,,,259,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,2/5/2005,בקטוכם,הלל גלזמן,7.37,22.4,6,0.5,1.83,,,,,,,,,27,,62,,11.6,1,0.002,,,,,9.8,16.4,7,,,,,,,,,,,400000,,,,,,,322,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,N חנקן כללי = 16.4
72,שפך נחל חילזון,נחל חילזון,6/10/2005,בקטוכם,הלל גלזמן,7.56,25.7,17,1,1.5,,,,,,,,13.9,35,,82,,7.7,1,0.002,,,,,15.5,13.9,15,,,,,,,,,,,7100000,,,,,,,247,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,4/5/2006,בקטוכם,הלל גלזמן,7.36,24,28,2.3,1.7,,,,,,,,17.4,28,,109,,11.9,1,0.004,,,,,7.9,17.4,94,,,,,,,,22.5,,,1100000,,,,,,,329,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,23/10/2006,בקטוכם,הלל גלזמן,7.6,26.7,52,4,1.72,,,,,,,,6.43,11,,47,,0.05,2.3,1.13,,,,,10.9,3,73,,,,,,,,15.2,,,,,,,,,,333,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,19/4/2007,בקטוכם,הלל גלזמן,7.67,19.6,23,1.7,2.74,,,,,,,,53.5,83,,146,,39.5,1,0.001,,,,,9.5,53.5,56,,,,,,,,,,,470000,,,,,,,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,11/10/2007,בקטוכם,הלל גלזמן,7.54,29.1,80,7.8,1.55,,,,,,,,21.8,31.2,,90,,14.8,0.2,0.001,,,,,11.3,21.8,50,,,,,,,,,,,1700000,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,5/5/2008,בקטוכם,הלל גלזמן,7.48,23.3,30,2.4,2.38,,,,,,,,8.29,35,,53,,6.8,0.2,0.19,,,,,5.3,8.1,64,,,,,,,,11.6,,,460,,,,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,26/10/2008,בקטוכם,הלל גלזמן,7.6,22.2,49,4,5.8,,,,,,,,15.5,12,,74,,4.2,0.25,0.12,,,,,2,15.1,215,,,,,,,,33,,,69000,,,,,,,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,21/4/2009,בקטוכם,הלל גלזמן,8,22.4,28,2,2.5,,,,,,,,21.6,7.1,,70,,15,0.2,0.001,,,,,3.7,21.6,28,,,,,,,,23.5,,,300000,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,13/10/2009,בקטוכם,הלל גלזמן,7.75,24.6,75,6,2.14,,,,,,,,4.6,17,,52,,0.05,0.2,0.21,,,,,3.1,4.4,95,,,,,,,,14.6,,,1100,,,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,12/4/2010,בקטוכם,הלל גלזמן,7.84,21.8,43,3.9,3.62,,,,,,,,36.1,21,,106,,32,0.2,0.001,,,,,17.4,36.1,147,,,,,,,,15.7,,,1100000,,,,,,,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,12/10/2010,בקטוכם,הלל גלזמן,8,25.8,124,10.6,7.06,,,,,,,,5.5,4,,56,,0.9,0.2,0.06,,,,,0.39,5.5,265,,,,,,,,20,,,1100,,,,,,,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,19/6/2011,בקטוכם,הלל גלזמן,7.76,27.3,82,7.8,5.99,,,,,,,,5.7,12,,78,,0.6,0.2,0.01,,,,,1.3,5.7,84,,,,,,,,21,,,180,,,,,,,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,26/10/2011,בקטוכם,הלל גלזמן,8.39,23.7,150,12.7,2.07,,,,,,,,14.1,25,,74,,1.1,0.2,0.54,,,,,0.23,13.4,158,,,,,,,,17.5,,,46000,,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,16/4/2012,בקטוכם,הלל גלזמן,7.11,25,70,6,3.56,,,,,,,,18.45,26,,50,,9.5,0.2,0.05,,,,,0.8,18.4,10,,,,,,,,13.5,,,12000,,,,,,,879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,7/11/2012,בקטוכם,הלל גלזמן,7.11,21.4,138,12.5,3.81,,,,,,,,6.4,5.4,,60,,0.05,0.05,0.001,,,,,0.56,6.4,62,,,,,,,,15.9,,,4000,,,,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,3/4/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,8.2,9,,44,,4.8,0.2,0.05,,,,,0.39,8.2,18,,,,,,,,13.9,,,270,,,,,,,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,24/10/2013,בקטוכם,הלל גלזמן,,,,,,,,,,,,,4.5,14,,50,,0.005,0.2,0.002,,,,,0.1,4.5,52,,,,,,,,13,,,3000,,,,,,,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,7/5/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,7.4,1.6,,48,,1.8,1.2,0.19,,,,,1.3,6,30,,,,,,,,13.7,,,560,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,9/11/2014,בקטוכם,הלל גלזמן,,,,,,,,,,,,,5.19,11,,40,,0.8,0.2,0.09,,,,,0.21,5.1,5,1,,,,,,,11.52,,,5200,,,,,,,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,2/6/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,3.5218,9.7,,,,0.05,0.2,0.059,,,,,0.53,3.3,75.3,,,,,,,,10.02,,,40,,,,,,,2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,25/10/2015,בקטוכם,הלל גלזמן,,,,,,,,,,,,,23.1224,67,,285,,13,0.2,0.001,,,,,9,23.1,20,,,,,,,,118.5,,,1300000,,,,,,,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,24/5/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,1.302,1.3,,35,,0.24,0.2,0.001,,,,,1.17,1.3,29.5,,,,,,,,9.89,,,60,,,,,,,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,3/11/2016,בקטוכם,הלל גלזמן,,,,,,,,,,,,,7.502,2.8,,,,1.68,1,0.402,,,,,0.28,6.1,7,,,,,,,,5.25,,,4800,,,,,,,10275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,26/4/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,14.803,3.1,,36,,10.76,0.2,0.203,,,,,1.96,14.4,77,,,,,,,,12.3,,,470,,,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,16/10/2017,בקטוכם,הלל גלזמן,,,,,,,,,,,,,6.7,3.3,,,,1.5,0.2,0.41,,,,,0.11,6.29,136,,,,,,,,8,,,1800,,,,,,,5356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,12/4/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,15.79,5.5,,35,,0.9,3.03,0.632,,,,,0.54,12.13,8,,,,,,,,9.7,,,810,,,,,,,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,1/11/2018,בקטוכם,הלל גלזמן,,,,,,,,,,,,,5.69,3.8,,52,,1.91,0.81,0.22,,,,,0.13,4.66,44,,,,,,,,12.16,,,26000,,,,,,,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,23/5/2019,בקטוכם,הגר סבטי,,,,,,,,,,,,,5.89,6.3,,35,,1.89,0.48,0.362,,,,,0.96,5.05,38.5,,,,,,,,,,,480,,,,,,,2098.53,,,,,,,,,,,,,0.036,,0.02,,,,,,,,,0.136,,,,,0.02,,,,,,,
72,שפך נחל חילזון,נחל חילזון,21/11/2019,בקטוכם,הגר סבטי,,,,,,,,,,,,,85.44,19,,140,,67.47,0.2,0.001,,,,,6.6,85.44,89.5,,,,,,,,49.11,,,810000,,,,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,13/5/2020,בקטוכם,הגר סבטי,,,,,,,,,,,,,11.2,9.1,,85,,4.68,1.04,1.39,,,,,1.32,8.77,93.5,,,,,,,,34.3,,,7200,,,,,,,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,8/6/2020,בקטוכם,הגר סבטי,,,,,,,,,,,,,6.32,7.4,,40,,0.55,0.2,0.109,,,,,1.11,6.21,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,19/10/2020,בקטוכם,הגר סבטי,,,,,,,,,,,,,7.04,4.1,,35,,0.05,0.2,0.023,,,,,0.33,7.02,37,,,,,,,,9.92,,,520,,,,,,,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,6/5/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,8.97,5.3,,36,,1.69,1.91,1.3,,,,,0.73,5.76,20.5,,,,,,,,11.27,,,40,,,,,,,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,10/10/2021,בקטוכם,הגר סבטי,,,,,,,,,,,,,5.47,1.5,,,,0.93,0.72,0.208,,,,,0.1,4.54,75,,,,,,,,8.55,,,2500,,,,,,,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"מפלס נמוך מאוד, מים עכורים וזרימה איטית."
72,שפך נחל חילזון,נחל חילזון,12/5/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,37.68,4.6,,35,,15.75,18.5,0.946,,,,,1.05,18.23,12.5,,,,,,,,11.93,,,50,,,30,,,,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"זרימה חזקה, נכנסים מים מנחל כאבול, כנראה ממאגר דלתון, ומנחל אבליים."
72,שפך נחל חילזון,נחל חילזון,7/11/2022,בקטוכם,הגר סבטי,,,,,,,,,,,,,7.22,3.2,,113,,0.1,3.21,0.493,,,,,0.44,3.52,22,,,,,,,,11,,,2100,,,2100,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מים ירוקים לאחר כניסת כאבול ותמרה.
72,שפך נחל חילזון,נחל חילזון,20/4/2023,בקטוכם,הגר סבטי,,,,,,,,,,,,,22.22,6.1,,35,,17.3,0.75,0.897,,,,,0.77,20.57,5,,,,,,,,7.25,,,68000,,,11000,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,שפך נחל חילזון,נחל חילזון,8/5/2024,בקטוכם,הגר סבטי,,,,,,,,,,,,,12.72,3.5,,41,,1.25,2.72,0.597,,,,,1.68,9.4,138,,,970,,,,,6.23,,,140000,,,80000,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,נחל חילזון - מורד אבליים,נחל חילזון,8/6/2020,בקטוכם,הגר סבטי,,,,,,,,,,,,,5.36,6.1,,46,,1.31,0.2,0.095,,,,,0.43,5.26,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,מעלה שפך חילזון נחל אבליים,נחל חילזון,8/6/2020,בקטוכם,הגר סבטי,,,,,,,,,,,,,36.55,30,,118,,28.23,0.2,0.169,,,,,3.66,36.38,,,,,,,,,,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,כאבול מעלה שפך נחל חילזון,נחל חילזון,8/6/2020,בקטוכם,הגר סבטי,,,,,,,,,,,,,5.01,2.7,,36,,0.45,0.2,0.001,,,,,1.15,5.01,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,27/3/1995,,,7.85,17.8,72,6.8,3.98,,,צלול,,0.02,,,,21,,92,,2.8,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,9/8/1996,,הלל גלזמן,7.95,28.9,52,4,2.3,,,צלול,,,,,,11.2,,49.5,,,,,,,,,,14.8,57,,,,,,,,,,,,,,,,,,484,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,13/11/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,28/8/1997,,הלל גלזמן,8.91,24,75,6.7,4.4,,,,,,,,,4.9,,20.5,,,,,,,,,,33.9,35,,,,,,,,,,,,,,,,,,1154.27,,,,,,,0.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,19/5/1998,,הלל גלזמן,7.7,23.2,92,7.9,4.3,,,,,,,,,6,,24,,,,,0.5,,,,,5,8,,,,,,,,,,,,,,,,,,1290,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,4/11/1998,,הלל גלזמן,8.7,22.5,104,9.3,3.2,,,,,,,,,6.3,,37,,,,,1.8,,,,,10.6,74,,,,,,,,,,,,,,,,,,824,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,14/5/2000,,הלל גלזמן,7.6,23.2,42,3.5,2.2,,,,,,,,,25,,80,,30.6,,,27.8,0.05,,,,30.5,105,,,,,,,,,4,,16000,,,,,,,447,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,2/10/2000,,הלל גלזמן,8.1,27.7,55,4.3,0.53,,,,,,,,,25.9,,50,,7.8,,,31.5,0.3,,,,13.3,16,,,,,,,,,1,,26000,,,,,,,468,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ליד מרחביה,נחל חרוד,1/5/2001,בקטוכם,הלל גלזמן,7.6,22,101,1,3.92,,,,,,,,,54,,396,,41,,,31,2.4,,,,46.8,178,,,,,,,,,5,,12000,,,,,,,868,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
